ID,Protected_Area,Violation_Type,Year,Season,Area_m2,Distance_To_Road_km,Distance_To_Urban_km,Fine_Amount,Risk_Level
1380,الإمام تركي,إقامة منشآت أو مبانٍ بدون ترخيص,2020,Summer,30792,8.1,1.1,498968,High
1381,الملك خالد,حرق النباتات أو الأشجار,2008,Autumn,3837,9.8,31.9,20000,Medium
1382,روضة التنهات,الزراعة داخل المحمية بدون ترخيص,2001,Spring,1159,6.7,21.8,30000,Medium
1383,الإمام تركي,رعي الإبل أو الأبقار (للرأس الواحد),2014,Spring,471,19.2,5.8,200,Low
1384,روضة التنهات,التخييم في المحمية بدون ترخيص,2019,Autumn,394,10.1,42.6,4355,Low
1385,الملك خالد,ترك أو رمي النفايات غير الخطرة,2021,Winter,486,13.8,34.0,7041,Low
1386,روضة التنهات,قطع الأشجار أو الاحتطاب,2014,Summer,4577,11.2,47.4,20000,Medium
1387,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2008,Winter,1262,8.4,27.8,30000,Medium
1388,روضة التنهات,جمع منتجات كائنات مهددة بالانقراض,2020,Summer,10239,11.8,21.0,296052,High
1389,الملك عبدالعزيز,إتلاف المنشآت الثابتة أو المسيجات,2003,Autumn,23105,2.3,22.6,291259,High
1390,الملك عبدالعزيز,حرق النباتات أو الأشجار,2005,Summer,3021,17.6,22.3,20000,Medium
1391,الإمام تركي,إقامة منشآت أو مبانٍ بدون ترخيص,2014,Summer,95099,11.2,35.6,1970178,High
1392,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2001,Summer,7093,2.8,25.4,94498,High
1393,الإمام تركي,حرق النباتات أو الأشجار,2018,Winter,4547,11.9,8.3,20000,Medium
1394,الإمام تركي,إطلاق كائنات فطرية غازية أو دخيلة,2018,Autumn,95444,12.2,17.5,146746,High
1395,الملك خالد,قطع الأشجار أو الاحتطاب,2000,Autumn,600,10.5,2.2,20000,Medium
1396,الملك خالد,دخول المحمية بدون تصريح,2011,Autumn,165,12.2,48.2,5000,Low
1397,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2024,Winter,236,16.6,16.8,1176,Low
1398,الملك خالد,سير المركبات في غير المسارات المخصصة,2007,Winter,174,10.1,4.3,9364,Low
1399,الملك خالد,سير المركبات في غير المسارات المخصصة,2006,Winter,69,14.9,42.5,9665,Low
1400,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2011,Winter,485,6.3,37.9,3639,Low
1401,الملك خالد,سير المركبات في غير المسارات المخصصة,2010,Winter,181,4.4,18.4,1018,Low
1402,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2006,Spring,3133,9.1,19.9,20000,Medium
1403,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2013,Spring,97202,5.8,8.9,496983,High
1404,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2002,Winter,20932,3.1,6.1,337858,High
1405,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2009,Summer,50028,3.6,47.9,196367,High
1406,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2020,Spring,1131,8.4,37.1,20000,Medium
1407,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2004,Winter,386,11.8,4.4,100,Low
1408,روضة التنهات,رعي الإبل أو الأبقار (للرأس الواحد),2021,Spring,402,5.2,13.9,200,Low
1409,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2013,Autumn,15,2.3,14.6,3868,Low
1410,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2018,Summer,1745,6.2,33.3,30000,Medium
1411,الملك عبدالعزيز,حرق النباتات أو الأشجار,2025,Winter,2152,3.8,6.6,20000,Medium
1412,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2023,Spring,31783,7.2,16.9,126701,High
1413,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2007,Spring,219,9.6,38.4,100,Low
1414,الملك عبدالعزيز,حرق النباتات أو الأشجار,2013,Winter,1061,15.1,14.8,20000,Medium
1415,روضة التنهات,إشعال النار في غير الأماكن المخصصة,2013,Autumn,3779,8.1,42.4,20000,Medium
1416,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2006,Winter,90779,6.3,23.5,1056636,High
1417,الملك عبدالعزيز,قطع الأشجار أو الاحتطاب,2015,Summer,2403,14.1,7.7,20000,Medium
1418,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2023,Summer,326,11.7,4.0,6541,Low
1419,الملك خالد,رعي الإبل أو الأبقار (للرأس الواحد),2020,Autumn,283,0.9,25.7,200,Low
1420,الملك خالد,إقامة منشآت أو مبانٍ بدون ترخيص,2001,Autumn,36912,11.2,1.4,1115523,High
1421,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2009,Winter,80268,19.8,33.0,83298,High
1422,روضة التنهات,قطع الأشجار أو الاحتطاب,2007,Summer,1536,18.4,22.6,20000,High
1423,روضة التنهات,إتلاف المنشآت الثابتة أو المسيجات,2025,Autumn,78150,9.1,12.7,109099,High
1424,الملك خالد,قطع الأشجار أو الاحتطاب,2022,Spring,1057,16.7,10.8,20000,Medium
1425,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2025,Summer,342,2.1,45.9,100,Low
1426,الإمام تركي,دخول المحمية بدون تصريح,2016,Winter,248,7.5,11.5,5000,Low
1427,الملك خالد,ممارسة أنشطة علمية بدون ترخيص,2005,Autumn,2644,7.2,1.4,48037,Medium
1428,روضة التنهات,رعي الضأن أو الماعز (للرأس الواحد),2023,Autumn,269,5.5,41.8,100,Low
1429,الملك عبدالعزيز,حرق النباتات أو الأشجار,2022,Winter,1383,6.5,29.4,20000,Medium
1430,الإمام تركي,سير المركبات في غير المسارات المخصصة,2015,Summer,450,0.5,18.8,8020,Low
1431,الملك خالد,رعي الإبل أو الأبقار (للرأس الواحد),2001,Summer,294,11.1,49.3,200,Low
1432,الملك عبدالعزيز,إشعال النار في غير الأماكن المخصصة,2011,Winter,3293,9.7,26.2,20000,Medium
1433,روضة التنهات,إتلاف المنشآت الثابتة أو المسيجات,2024,Spring,47923,16.8,33.0,188991,High
1434,الإمام تركي,التخلص من نفايات خطرة داخل المحمية,2010,Autumn,38529,17.0,18.5,1503198,High
1435,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2007,Autumn,11021,16.0,4.1,49807,High
1436,روضة التنهات,جمع منتجات كائنات مهددة بالانقراض,2007,Winter,91478,17.3,46.5,170035,High
1437,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2022,Autumn,97510,11.6,14.5,143708,High
1438,الملك خالد,حرق النباتات أو الأشجار,2004,Autumn,1689,6.5,32.6,20000,Medium
1439,الملك خالد,الزراعة داخل المحمية بدون ترخيص,2010,Spring,3402,3.9,32.3,30000,Medium
1440,روضة التنهات,ممارسة أنشطة علمية بدون ترخيص,2010,Summer,2672,14.8,29.0,3160,Medium
1441,روضة التنهات,إطلاق كائنات فطرية غازية أو دخيلة,2008,Autumn,41572,1.7,22.1,195102,High
1442,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2024,Autumn,479,6.7,38.0,9492,Low
1443,الملك عبدالعزيز,الزراعة داخل المحمية بدون ترخيص,2018,Autumn,4606,7.5,35.4,30000,Medium
1444,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2003,Summer,45308,12.9,34.3,256096,High
1445,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2004,Spring,328,2.2,46.7,7764,Low
1446,الإمام تركي,سير المركبات في غير المسارات المخصصة,2016,Winter,70,12.6,17.7,2616,Low
1447,الملك عبدالعزيز,ممارسة أنشطة علمية بدون ترخيص,2024,Summer,3886,5.8,19.0,30764,Medium
1448,روضة التنهات,التخلص من نفايات خطرة داخل المحمية,2013,Summer,42132,2.2,40.8,1164149,High
1449,الإمام تركي,الزراعة داخل المحمية بدون ترخيص,2024,Spring,1999,6.2,26.4,30000,Medium
1450,الملك عبدالعزيز,إشعال النار في غير الأماكن المخصصة,2019,Spring,2201,2.6,3.0,20000,Medium
1451,الملك خالد,قطع الأشجار أو الاحتطاب,2016,Spring,3888,14.4,6.3,20000,Medium
1452,روضة التنهات,سير المركبات في غير المسارات المخصصة,2011,Winter,19,19.5,13.6,7269,Low
1453,الإمام تركي,قطع الأشجار أو الاحتطاب,2015,Summer,2385,19.8,46.5,20000,Medium
1454,الإمام تركي,جمع منتجات كائنات مهددة بالانقراض,2005,Summer,58813,5.9,18.5,337181,High
1455,الملك خالد,رعي الإبل أو الأبقار (للرأس الواحد),2015,Autumn,96,18.9,40.8,200,Low
1456,الملك عبدالعزيز,حرق النباتات أو الأشجار,2008,Summer,4409,10.2,2.5,20000,Medium
1457,الملك خالد,التخلص من نفايات خطرة داخل المحمية,2006,Spring,10594,10.4,19.1,1580324,High
1458,الملك عبدالعزيز,سير المركبات في غير المسارات المخصصة,2012,Spring,160,14.1,37.5,5574,Low
1459,الإمام تركي,التخلص من نفايات خطرة داخل المحمية,2018,Winter,69814,12.5,42.8,1087169,High
1460,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2024,Autumn,133,14.1,26.1,6396,Low
1461,الملك عبدالعزيز,ممارسة أنشطة علمية بدون ترخيص,2002,Summer,3822,7.6,29.2,2919,Medium
1462,الملك خالد,حرق النباتات أو الأشجار,2005,Winter,4409,18.6,40.2,20000,Medium
1463,روضة التنهات,التخييم في المحمية بدون ترخيص,2015,Winter,325,16.1,12.7,446,Low
1464,الإمام تركي,ترك أو رمي النفايات غير الخطرة,2014,Spring,353,12.9,28.0,7205,Low
1465,روضة التنهات,رعي الإبل أو الأبقار (للرأس الواحد),2012,Summer,487,17.9,20.3,200,Low
1466,الملك خالد,ترك أو رمي النفايات غير الخطرة,2022,Spring,452,5.1,27.2,1759,Low
1467,الملك عبدالعزيز,الزراعة داخل المحمية بدون ترخيص,2017,Autumn,2959,13.3,16.8,30000,Medium
1468,الملك عبدالعزيز,الزراعة داخل المحمية بدون ترخيص,2005,Summer,3309,0.7,9.3,30000,Medium
1469,الملك عبدالعزيز,رعي الضأن أو الماعز (للرأس الواحد),2016,Spring,455,8.2,27.7,100,Low
1470,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2009,Summer,91569,3.5,7.2,384611,High
1471,روضة التنهات,ممارسة أنشطة علمية بدون ترخيص,2002,Winter,1685,15.4,19.1,49581,Medium
1472,الملك خالد,التخلص من نفايات خطرة داخل المحمية,2004,Autumn,65522,5.8,14.3,1571023,High
1473,الملك عبدالعزيز,رعي الإبل أو الأبقار (للرأس الواحد),2018,Autumn,282,4.1,12.4,200,Low
1474,الملك عبدالعزيز,التخييم في المحمية بدون ترخيص,2016,Autumn,441,8.2,6.6,6858,Low
1475,الملك خالد,ممارسة أنشطة علمية بدون ترخيص,2019,Spring,4508,16.7,24.0,11060,Medium
1476,الملك عبدالعزيز,ممارسة أنشطة علمية بدون ترخيص,2009,Summer,4238,3.1,25.8,37491,Medium
1477,الإمام تركي,حرق النباتات أو الأشجار,2020,Spring,3351,9.6,46.7,20000,Medium
1478,الملك خالد,إتلاف المنشآت الثابتة أو المسيجات,2008,Winter,12549,11.7,45.5,260005,High
1479,روضة التنهات,ترك أو رمي النفايات غير الخطرة,2007,Spring,364,10.8,45.6,2482,Low
1480,روضة التنهات,سير المركبات في غير المسارات المخصصة,2021,Summer,199,10.7,14.1,2737,Low
1481,الإمام تركي,دخول المحمية بدون تصريح,2024,Spring,277,9.0,13.5,5000,Low
1482,الإمام تركي,إتلاف المنشآت الثابتة أو المسيجات,2007,Spring,74715,1.2,40.1,121835,High
1483,الملك عبدالعزيز,دخول المحمية بدون تصريح,2012,Spring,361,13.8,17.4,5000,Low
1484,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2013,Winter,223,4.8,23.0,100,Low
1485,روضة التنهات,رعي الإبل أو الأبقار (للرأس الواحد),2014,Autumn,482,8.1,36.1,200,Low
1486,روضة التنهات,رعي الضأن أو الماعز (للرأس الواحد),2024,Autumn,39,4.9,9.3,100,Low
1487,الملك خالد,إطلاق كائنات فطرية غازية أو دخيلة,2015,Winter,84062,13.8,32.0,191980,High
1488,الملك عبدالعزيز,إتلاف المنشآت الثابتة أو المسيجات,2007,Winter,27191,6.4,11.8,238036,High
1489,الإمام تركي,رعي الضأن أو الماعز (للرأس الواحد),2003,Autumn,25,14.4,17.5,100,Low
1490,الملك عبدالعزيز,التخلص من نفايات خطرة داخل المحمية,2015,Spring,23030,8.4,47.2,394027,High
1491,روضة التنهات,ترك أو رمي النفايات غير الخطرة,2009,Summer,19,12.3,41.2,3280,Low
1492,الملك عبدالعزيز,جمع منتجات كائنات مهددة بالانقراض,2021,Winter,60692,11.5,22.8,108541,High
1493,روضة التنهات,التخييم في المحمية بدون ترخيص,2020,Summer,335,2.1,14.0,4362,Low
1494,الإمام تركي,إشعال النار في غير الأماكن المخصصة,2006,Summer,595,9.9,44.2,20000,Medium
1495,الملك عبدالعزيز,ترك أو رمي النفايات غير الخطرة,2023,Winter,302,11.1,45.3,3341,Low
